MSTI_VAR,MSTI Variables,COU,Country,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
G_FBXGDP,Business-financed GERD as a percentage of GDP,LUX,Luxembourg,2019,2019,PC,Percentage,0,Units,,,0.60650671563098,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,LUX,Luxembourg,2021,2021,PC,Percentage,0,Units,,,0.46043456819741,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,MEX,Mexico,2015,2015,PC,Percentage,0,Units,,,0.07467676619113,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,MEX,Mexico,2016,2016,PC,Percentage,0,Units,,,0.07284375729697,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,MEX,Mexico,2017,2017,PC,Percentage,0,Units,,,0.06255474621053,e,Estimated value
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2015,2015,PC,Percentage,0,Units,,,1.1678125471009,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2016,2016,PC,Percentage,0,Units,,,1.20084084270623,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2017,2017,PC,Percentage,0,Units,,,1.22902515220566,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2018,2018,PC,Percentage,0,Units,,,1.21358627470487,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2019,2019,PC,Percentage,0,Units,,,1.25809447085376,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2020,2020,PC,Percentage,0,Units,,,1.3207286605652,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NLD,Netherlands,2021,2021,PC,Percentage,0,Units,,,1.28240681287453,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NZL,New Zealand,2015,2015,PC,Percentage,0,Units,,,0.53732278530587,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NZL,New Zealand,2017,2017,PC,Percentage,0,Units,,,0.62055182330096,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NZL,New Zealand,2019,2019,PC,Percentage,0,Units,,,0.70287460865476,p,Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,NZL,New Zealand,2021,2021,PC,Percentage,0,Units,,,0.73600679304941,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2015,2015,PC,Percentage,0,Units,,,0.85086079631766,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2016,2016,PC,Percentage,0,Units,,,0.87820258758326,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2017,2017,PC,Percentage,0,Units,,,0.89149508757327,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2018,2018,PC,Percentage,0,Units,,,0.85532244341733,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2019,2019,PC,Percentage,0,Units,,,0.92333282456712,,
